has_company_logo,Salary_range_provided,department_mentioned,employment_type,required_experience,required_education,industry,fraudulent
1,0,1,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,0,4.0,0.0,2.0,0.0550122249388753,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,1,0,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,5.0,10.0,0.0,0.0
1,0,0,4.0,3.0,10.0,0.01818181818181818,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,1,4.0,3.0,2.0,0.3776223776223776,1.0
1,0,0,4.0,2.0,2.0,0.3584905660377358,0.0
1,0,0,4.0,0.0,2.0,0.02242152466367713,0.0
1,0,0,4.0,2.0,2.0,0.04679144385026738,0.0
0,0,0,1.0,3.0,8.0,0.10144927536231885,0.0
1,0,1,4.0,3.0,10.0,0.018702513150204558,0.0
1,0,1,4.0,2.0,10.0,0.018702513150204558,0.0
1,0,1,0.0,0.0,10.0,0.10144927536231885,0.0
1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,1,4.0,3.0,10.0,0.02,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,4.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,0.0,2.0,0.10810810810810811,0.0
1,0,0,2.0,0.0,2.0,0.3584905660377358,0.0
1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,0.0,2.0,0.01818181818181818,0.0
1,0,1,4.0,0.0,2.0,0.017241379310344827,0.0
1,1,1,4.0,3.0,10.0,0.06299212598425197,0.0
1,1,0,4.0,0.0,0.0,0.0,0.0
1,0,0,4.0,3.0,2.0,0.13855421686746988,0.0
1,0,1,4.0,2.0,2.0,0.06896551724137931,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,1,4.0,4.0,10.0,0.018702513150204558,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,2.0,2.0,0.04679144385026738,0.0
1,0,0,4.0,0.0,2.0,0.0550122249388753,0.0
1,0,0,1.0,3.0,10.0,0.047244094488188976,0.0
1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
0,0,0,4.0,3.0,2.0,0.13855421686746988,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,2.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,4.0,10.0,0.04863912722313768,0.0
1,0,1,4.0,2.0,10.0,0.04679144385026738,0.0
1,0,1,4.0,5.0,10.0,0.01818181818181818,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,4.0,0.0,0.042735042735042736,0.0
1,0,0,4.0,3.0,10.0,0.0,0.0
1,1,0,4.0,3.0,2.0,0.13855421686746988,0.0
1,0,1,4.0,2.0,10.0,0.0,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,3.0,10.0,0.04679144385026738,0.0
0,0,1,4.0,2.0,2.0,0.12195121951219512,0.0
1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,4.0,11.0,0.018702513150204558,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,0.0,2.0,0.0,0.0
0,0,0,4.0,5.0,10.0,0.0003255344275917797,1.0
1,0,0,4.0,0.0,2.0,0.0003255344275917797,0.0
1,0,0,2.0,0.0,2.0,0.01818181818181818,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,5.0,10.0,0.0,0.0
1,0,1,4.0,3.0,10.0,0.06299212598425197,0.0
0,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
0,0,1,4.0,0.0,8.0,0.10144927536231885,1.0
1,0,1,4.0,4.0,7.0,0.04863912722313768,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,3.0,10.0,0.2777777777777778,0.0
1,0,1,4.0,2.0,2.0,0.04679144385026738,0.0
0,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,1,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,1,4.0,4.0,0.0,0.018702513150204558,0.0
1,0,0,3.0,2.0,10.0,0.0,0.0
1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,4.0,10.0,0.003671071953010279,0.0
1,1,0,4.0,3.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,2.0,2.0,0.3584905660377358,0.0
1,0,0,3.0,0.0,2.0,0.0625,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,3.0,10.0,0.0,0.0
0,1,0,4.0,2.0,10.0,0.018702513150204558,0.0
1,0,0,2.0,2.0,10.0,0.04863912722313768,0.0
1,0,1,4.0,4.0,10.0,0.07975460122699386,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,2.0,2.0,2.0,0.0,0.0
1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
0,0,1,4.0,3.0,0.0,0.04679144385026738,0.0
1,0,1,3.0,2.0,10.0,0.0,0.0
0,0,0,4.0,3.0,10.0,0.003671071953010279,1.0
1,0,1,2.0,4.0,2.0,0.02242152466367713,0.0
0,1,0,4.0,2.0,10.0,0.04679144385026738,0.0
0,1,1,4.0,4.0,10.0,0.0,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,4.0,10.0,0.0,0.0
1,0,1,3.0,2.0,10.0,0.0,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,1,4.0,3.0,2.0,0.0550122249388753,0.0
1,0,0,4.0,2.0,2.0,0.10144927536231885,0.0
1,0,1,4.0,3.0,2.0,0.3776223776223776,1.0
0,0,0,4.0,4.0,0.0,0.04679144385026738,0.0
1,0,1,4.0,2.0,1.0,0.047244094488188976,0.0
1,1,0,4.0,0.0,10.0,0.0550122249388753,0.0
0,0,1,4.0,3.0,10.0,0.0547945205479452,1.0
0,0,0,4.0,3.0,10.0,0.0,0.0
1,0,1,4.0,2.0,2.0,0.003671071953010279,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,2.0,2.0,0.10144927536231885,0.0
1,0,1,2.0,2.0,2.0,0.04679144385026738,0.0
0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
0,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,0,0.0,0.0,0.0,0.0550122249388753,0.0
1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,1,4.0,2.0,2.0,0.06896551724137931,0.0
1,1,1,4.0,0.0,10.0,0.0550122249388753,0.0
0,0,1,4.0,3.0,2.0,0.3776223776223776,1.0
0,0,0,4.0,2.0,0.0,0.003671071953010279,0.0
1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
0,0,0,3.0,2.0,10.0,0.0,0.0
0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
1,1,1,4.0,0.0,0.0,0.003671071953010279,0.0
0,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,2.0,10.0,0.018702513150204558,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,2.0,0.0,2.0,0.05660377358490566,0.0
1,0,0,4.0,3.0,0.0,0.018702513150204558,0.0
1,0,1,0.0,1.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,2.0,2.0,0.10144927536231885,0.0
1,0,1,4.0,3.0,11.0,0.009900990099009901,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,0,3.0,4.0,9.0,0.017241379310344827,0.0
1,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,4.0,0.0,0.018702513150204558,0.0
1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,1,4.0,0.0,2.0,0.02242152466367713,0.0
0,0,0,4.0,0.0,9.0,1.4878817336580888e-08,0.0
1,0,1,4.0,0.0,0.0,0.0,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,3.0,10.0,0.07975460122699386,0.0
0,0,1,4.0,2.0,2.0,0.04679144385026738,0.0
1,1,0,4.0,3.0,10.0,0.018702513150204558,0.0
1,0,0,3.0,3.0,10.0,0.018702513150204558,0.0
1,0,1,1.0,4.0,10.0,0.10144927536231885,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,2.0,2.0,0.07975460122699386,0.0
1,0,0,4.0,5.0,10.0,0.047244094488188976,0.0
0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
1,0,0,3.0,2.0,10.0,0.0,0.0
1,0,1,4.0,2.0,2.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,0,4.0,4.0,0.0,0.10416666666666667,0.0
0,0,0,4.0,0.0,0.0,0.0550122249388753,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,3.0,10.0,0.04679144385026738,0.0
1,0,1,2.0,4.0,9.0,0.017241379310344827,0.0
1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
1,0,0,3.0,3.0,7.0,0.10144927536231885,0.0
1,0,0,4.0,2.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,0.0,2.0,0.0550122249388753,0.0
1,0,0,4.0,3.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,3.0,0.0,0.04679144385026738,0.0
1,1,1,4.0,4.0,7.0,0.10144927536231885,0.0
0,0,1,4.0,3.0,2.0,0.0003255344275917797,0.0
1,0,0,4.0,4.0,10.0,0.003671071953010279,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,2.0,10.0,0.0,0.0
0,0,1,4.0,3.0,10.0,0.0,0.0
1,0,0,4.0,4.0,10.0,0.0,0.0
1,0,0,4.0,2.0,2.0,0.049586776859504134,0.0
1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,2.0,2.0,2.0,0.04679144385026738,0.0
1,0,1,4.0,3.0,10.0,0.018702513150204558,0.0
1,0,1,2.0,0.0,2.0,0.003671071953010279,0.0
1,0,0,4.0,0.0,0.0,0.018702513150204558,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,2.0,2.0,0.06896551724137931,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,3.0,10.0,0.003671071953010279,1.0
1,0,1,4.0,2.0,2.0,0.06896551724137931,0.0
1,0,0,0.0,1.0,2.0,0.0550122249388753,0.0
1,0,0,3.0,0.0,2.0,0.03125,0.0
1,0,0,4.0,0.0,2.0,0.01818181818181818,0.0
1,1,0,3.0,2.0,10.0,0.0,0.0
1,0,1,4.0,2.0,10.0,0.0550122249388753,0.0
0,0,1,4.0,2.0,2.0,0.0550122249388753,0.0
0,0,1,4.0,4.0,10.0,0.02,0.0
1,0,0,4.0,4.0,2.0,0.04679144385026738,0.0
0,0,0,4.0,1.0,10.0,0.12195121951219512,0.0
1,1,0,1.0,4.0,10.0,0.10144927536231885,0.0
0,0,0,4.0,0.0,0.0,0.04679144385026738,0.0
1,0,0,4.0,4.0,10.0,0.04679144385026738,0.0
1,0,0,3.0,3.0,10.0,0.03614457831325301,0.0
0,0,1,4.0,3.0,2.0,0.13855421686746988,0.0
1,0,1,4.0,0.0,0.0,0.0,0.0
1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,1,4.0,2.0,2.0,0.019736842105263157,0.0
1,0,0,4.0,2.0,2.0,0.0,0.0
0,0,0,4.0,2.0,2.0,0.07975460122699386,0.0
0,0,1,3.0,2.0,10.0,0.0,0.0
0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
1,1,0,4.0,2.0,2.0,0.10144927536231885,0.0
1,1,1,4.0,4.0,7.0,0.04679144385026738,0.0
1,0,0,4.0,4.0,11.0,0.014492753623188406,0.0
0,0,0,4.0,0.0,2.0,0.04863912722313768,0.0
1,1,0,4.0,2.0,2.0,0.06896551724137931,0.0
0,0,0,4.0,3.0,0.0,0.018702513150204558,0.0
1,0,0,4.0,3.0,10.0,0.07975460122699386,0.0
1,0,0,4.0,3.0,10.0,0.0,0.0
1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
0,0,0,4.0,0.0,2.0,0.047244094488188976,0.0
1,0,1,4.0,3.0,2.0,0.10416666666666667,0.0
1,0,1,4.0,3.0,10.0,0.04679144385026738,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,1,4.0,3.0,10.0,0.018702513150204558,0.0
0,1,0,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,0,4.0,3.0,10.0,0.3584905660377358,0.0
0,0,1,4.0,0.0,2.0,0.037037037037037035,0.0
1,0,1,4.0,3.0,0.0,0.0,0.0
1,0,1,3.0,2.0,10.0,0.0,0.0
1,0,0,2.0,2.0,2.0,0.018702513150204558,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,6.0,0.0,0.042735042735042736,0.0
1,1,0,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,3.0,4.0,0.042735042735042736,0.0
1,0,0,4.0,3.0,10.0,0.0,0.0
1,0,0,4.0,2.0,2.0,0.04863912722313768,0.0
1,1,0,4.0,1.0,10.0,0.3776223776223776,0.0
1,0,1,4.0,2.0,2.0,0.10144927536231885,0.0
1,0,0,3.0,3.0,11.0,0.003671071953010279,0.0
0,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,0.0,0.0,0.04679144385026738,0.0
1,0,1,4.0,3.0,10.0,0.01818181818181818,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,3.0,2.0,10.0,0.0,0.0
1,0,1,1.0,0.0,0.0,0.1590909090909091,0.0
1,0,0,4.0,4.0,10.0,0.04864448542187661,0.0
0,0,1,3.0,4.0,10.0,0.0,0.0
1,0,1,0.0,1.0,2.0,0.10144927536231885,0.0
1,0,0,4.0,4.0,2.0,0.08571428571428572,0.0
1,0,0,4.0,4.0,10.0,0.0,0.0
0,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
0,0,0,4.0,2.0,2.0,0.10144927536231885,0.0
1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,2.0,0.014492753623188406,0.0
1,0,0,4.0,0.0,10.0,0.018702513150204558,0.0
1,0,0,3.0,2.0,10.0,0.0,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,0,4.0,0.0,0.0,0.10144927536231885,0.0
1,0,0,4.0,0.0,2.0,0.023809523809523808,0.0
1,0,0,4.0,0.0,0.0,0.05660377358490566,0.0
1,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,3.0,5.0,11.0,0.03614457831325301,0.0
1,0,1,3.0,2.0,10.0,0.0,0.0
1,0,0,3.0,2.0,10.0,0.0,0.0
1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,0,4.0,2.0,0.0,0.003671071953010279,0.0
0,0,0,4.0,5.0,11.0,0.018702513150204558,0.0
1,0,0,4.0,3.0,10.0,0.0,0.0
1,0,1,4.0,4.0,0.0,0.04679144385026738,0.0
1,0,1,4.0,3.0,0.0,0.018702513150204558,0.0
0,1,0,4.0,3.0,10.0,0.023255813953488372,0.0
1,0,0,4.0,2.0,10.0,0.0,0.0
1,0,0,4.0,0.0,2.0,0.0547945205479452,0.0
1,0,0,4.0,5.0,10.0,0.0547945205479452,0.0
1,1,1,4.0,3.0,10.0,0.048639127223137645,0.0
0,1,0,4.0,4.0,10.0,0.03614457831325301,0.0
1,0,1,4.0,2.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,3.0,10.0,0.02,0.0
0,0,1,4.0,4.0,10.0,0.015625,1.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,4.0,10.0,0.0,0.0
1,0,0,3.0,3.0,10.0,0.014492753623188406,0.0
1,0,1,4.0,4.0,10.0,0.3776223776223776,0.0
1,0,0,4.0,3.0,10.0,0.10144927536231885,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,0.0,0.0,0.0,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,0,4.0,4.0,10.0,0.018702513150204558,0.0
0,0,1,4.0,3.0,0.0,0.018702513150204558,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,4.0,10.0,0.0,0.0
0,0,0,4.0,3.0,7.0,0.023255813953488372,0.0
1,0,1,4.0,5.0,10.0,1.0025271665978714e-10,0.0
1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
1,1,1,4.0,1.0,10.0,0.3776223776223776,0.0
1,0,1,3.0,2.0,10.0,0.0,0.0
1,0,0,4.0,3.0,0.0,0.018702513150204558,0.0
1,0,1,4.0,2.0,2.0,0.04679144385026738,0.0
1,0,1,4.0,4.0,10.0,0.3776223776223776,0.0
1,0,1,4.0,3.0,10.0,0.07975460122699386,0.0
1,0,1,4.0,2.0,2.0,0.07975460122699386,0.0
1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,2.0,2.0,0.3584905660377358,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,0,4.0,2.0,10.0,0.3584905660377358,0.0
0,0,0,4.0,2.0,10.0,0.1590909090909091,1.0
1,0,1,4.0,0.0,0.0,0.06896551724137931,0.0
1,0,0,3.0,2.0,10.0,0.0,0.0
1,0,0,1.0,0.0,2.0,0.1590909090909091,0.0
1,0,0,2.0,0.0,2.0,0.02242152466367713,0.0
0,0,1,4.0,3.0,10.0,0.0,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,3.0,10.0,0.0,0.0
1,0,1,4.0,0.0,0.0,0.003671071953010279,0.0
1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
0,0,1,4.0,3.0,2.0,0.3776223776223776,1.0
1,0,1,4.0,4.0,10.0,0.049586776859504134,0.0
1,0,0,4.0,2.0,2.0,0.06896551724137931,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,1,4.0,3.0,10.0,0.07975460122699386,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,4.0,10.0,0.0,0.0
1,0,1,4.0,4.0,2.0,0.2777777777777778,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,1,0,4.0,2.0,0.0,0.06896551724137931,0.0
1,0,0,0.0,1.0,11.0,0.015873015873015872,0.0
1,0,1,4.0,3.0,10.0,0.01818181818181818,0.0
1,0,1,4.0,3.0,10.0,0.018702513150204558,0.0
1,0,1,4.0,0.0,2.0,0.047244094488188976,0.0
1,1,1,4.0,3.0,0.0,0.07975460122699386,0.0
0,0,1,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,1,2.0,2.0,2.0,0.031496062992125984,0.0
1,1,1,4.0,5.0,11.0,0.0,0.0
0,1,0,2.0,4.0,11.0,0.02242152466367713,0.0
1,1,0,4.0,3.0,10.0,0.042735042735042736,0.0
1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,1,4.0,2.0,2.0,0.13855421686746988,0.0
0,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
1,1,0,4.0,2.0,10.0,0.07975460122699386,0.0
1,1,0,4.0,2.0,2.0,0.049586776859504134,0.0
0,0,0,4.0,2.0,2.0,0.06896551724137931,0.0
1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
1,1,1,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
1,0,1,4.0,3.0,10.0,0.0,0.0
1,1,0,3.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,0.0,0.0,0.058823529411764705,0.0
1,0,0,4.0,3.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,3.0,10.0,0.10144927536231885,0.0
1,0,1,3.0,2.0,10.0,0.0,0.0
1,0,1,4.0,3.0,11.0,0.0,0.0
1,0,0,3.0,4.0,0.0,0.02242152466367713,0.0
1,0,0,3.0,2.0,0.0,0.018702513150204558,0.0
1,0,0,4.0,2.0,10.0,0.07975460122699386,0.0
1,0,0,4.0,4.0,10.0,0.049586776859504134,0.0
1,0,0,4.0,3.0,10.0,0.3776223776223776,0.0
1,0,1,4.0,4.0,2.0,0.003671071953010279,0.0
1,0,1,0.0,1.0,8.0,0.10144927536231885,0.0
1,0,0,4.0,3.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,3.0,10.0,0.0550122249388753,1.0
0,0,1,3.0,2.0,10.0,0.0,0.0
1,1,1,4.0,3.0,2.0,0.3776223776223776,1.0
1,0,0,4.0,0.0,2.0,0.048639127222462185,0.0
